a_fr;b_fr;c_fr;a_vd;b_vd;c_vd;a_leav;b_leav;c_leav;a_rad;b_rad;c_rad;a_rsp;b_rsp;c_rsp
0.2806046437381512;4.110263175650946;1.5877154960231645;60.939289658463245;-19.300992659842343;1041.6928129102055;0.006243999190143016;5.676038533551515;1.145731865997279;0.0001534395599066624;0.0009555788493438636;0.0005636597315905154;7.305621036873286e-05;-6.942619286215773e-05;3.557199671667254e-05
